county,results_precinct_id,geo_precinct_id,match_method
FORSYTH,16,016,leading_zero
FORSYTH,17,017,leading_zero
FORSYTH,202,202,exact
FORSYTH,203,203,exact
FORSYTH,204,204,exact
FORSYTH,205,205,exact
FORSYTH,206,206,exact
FORSYTH,207,207,exact
FORSYTH,208,208,exact
FORSYTH,21,021,leading_zero
FORSYTH,301,301,exact
FORSYTH,302,302,exact
FORSYTH,303,303,exact
FORSYTH,304,304,exact
FORSYTH,305,305,exact
FORSYTH,306,306,exact
FORSYTH,31,031,leading_zero
FORSYTH,32,032,leading_zero
FORSYTH,33,033,leading_zero
FORSYTH,34,034,leading_zero
FORSYTH,401,401,exact
FORSYTH,402,402,exact
FORSYTH,403,403,exact
FORSYTH,404,404,exact
FORSYTH,405,405,exact
FORSYTH,42,042,leading_zero
FORSYTH,43,043,leading_zero
FORSYTH,501,501,exact
FORSYTH,502,502,exact
FORSYTH,503,503,exact
FORSYTH,504,504,exact
FORSYTH,505,505,exact
FORSYTH,506,506,exact
FORSYTH,508,508,exact
FORSYTH,509,509,exact
FORSYTH,51,051,leading_zero
FORSYTH,52,052,leading_zero
FORSYTH,53,053,leading_zero
FORSYTH,54,054,leading_zero
FORSYTH,55,055,leading_zero
FORSYTH,601,601,exact
FORSYTH,602,602,exact
FORSYTH,603,603,exact
FORSYTH,604,604,exact
FORSYTH,605,605,exact
FORSYTH,606,606,exact
FORSYTH,607,607,exact
FORSYTH,61,061,leading_zero
FORSYTH,62,062,leading_zero
FORSYTH,63,063,leading_zero
FORSYTH,64,064,leading_zero
FORSYTH,65,065,leading_zero
FORSYTH,66,066,leading_zero
FORSYTH,67,067,leading_zero
FORSYTH,68,068,leading_zero
FORSYTH,701,701,exact
FORSYTH,702,702,exact
FORSYTH,703,703,exact
FORSYTH,704,704,exact
FORSYTH,705,705,exact
FORSYTH,706,706,exact
FORSYTH,707,707,exact
FORSYTH,708,708,exact
FORSYTH,709,709,exact
FORSYTH,71,071,leading_zero
FORSYTH,73,073,leading_zero
FORSYTH,74,074,leading_zero
FORSYTH,75,075,leading_zero
FORSYTH,76,076,leading_zero
FORSYTH,77,077,leading_zero
FORSYTH,801,801,exact
FORSYTH,802,802,exact
FORSYTH,803,803,exact
FORSYTH,804,804,exact
FORSYTH,805,805,exact
FORSYTH,806,806,exact
FORSYTH,807,807,exact
FORSYTH,808,808,exact
FORSYTH,809,809,exact
FORSYTH,81,081,leading_zero
FORSYTH,83,083,leading_zero
FORSYTH,84,084,leading_zero
FORSYTH,85,085,leading_zero
FORSYTH,901,901,exact
FORSYTH,902,902,exact
FORSYTH,903,903,exact
FORSYTH,904,904,exact
FORSYTH,905,905,exact
FORSYTH,906,906,exact
FORSYTH,907,907,exact
FORSYTH,908,908,exact
FORSYTH,909,909,exact
FORSYTH,91,091,leading_zero
FORSYTH,92,092,leading_zero
FRANKLIN,1,01,leading_zero
FRANKLIN,10,10,exact
FRANKLIN,11,11,exact
FRANKLIN,12,12,exact
FRANKLIN,13,13,exact
FRANKLIN,14,14,exact
FRANKLIN,15,15,exact
FRANKLIN,16,16,exact
FRANKLIN,17,17,exact
FRANKLIN,18,18,exact
FRANKLIN,19,19,exact
FRANKLIN,2,02,leading_zero
FRANKLIN,3,03,leading_zero
FRANKLIN,5,05,leading_zero
FRANKLIN,6,06,leading_zero
FRANKLIN,7,07,leading_zero
FRANKLIN,8,08,leading_zero
FRANKLIN,9,09,leading_zero
GASTON,10A,10A,exact
GASTON,11A,11A,exact
GASTON,12A,12A,exact
GASTON,13A,13A,exact
GASTON,14A,14A,exact
GASTON,15A,15A,exact
GASTON,16A,16A,exact
GASTON,17A,17A,exact
GASTON,18A,18A,exact
GASTON,19A,19A,exact
GASTON,1A,1A,exact
GASTON,20A,20A,exact
GASTON,21A,21A,exact
GASTON,22A,22A,exact
GASTON,23A,23A,exact
GASTON,24A,24A,exact
GASTON,25A,25A,exact
GASTON,26A,26A,exact
GASTON,27A,27A,exact
GASTON,28A,28A,exact
GASTON,29A,29A,exact
GASTON,2A,2A,exact
GASTON,30A,30A,exact
GASTON,31A,31A,exact
GASTON,32A,32A,exact
GASTON,33A,33A,exact
GASTON,34A,34A,exact
GASTON,35A,35A,exact
GASTON,36A,36A,exact
GASTON,37A,37A,exact
GASTON,38A,38A,exact
GASTON,39A,39A,exact
GASTON,3A,3A,exact
GASTON,40A,40A,exact
GASTON,4A,4A,exact
GASTON,5A,5A,exact
GASTON,6A,6A,exact
GASTON,7A,7A,exact
GASTON,8A,8A,exact
GASTON,9A,9A,exact
GATES,1,1,exact
GATES,2,2,exact
GATES,3,3,exact
GATES,4N,4N,exact
GATES,4S,4S,exact
GATES,5,5,exact
GRAHAM,EAST,EAST,exact
GRAHAM,STEC,STEC,exact
GRAHAM,TAPO,TAPO,exact
GRAHAM,WEST,WEST,exact
GRANVILLE,ANTI,ANTI,exact
GRANVILLE,BERE,BERE,exact
GRANVILLE,BTNR,BTNR,exact
GRANVILLE,CORI,CORI,exact
GRANVILLE,CRDL,CRDL,exact
GRANVILLE,CRDM,CRDM,exact
GRANVILLE,EAOX,EAOX,exact
GRANVILLE,MTEN,MTEN,exact
GRANVILLE,OKHL,OKHL,exact
GRANVILLE,SALM,SALM,exact
GRANVILLE,SASS,SASS,exact
GRANVILLE,SOOX,SOOX,exact
GRANVILLE,TYHO,TYHO,exact
GRANVILLE,WILT,WILT,exact
GRANVILLE,WOEL,WOEL,exact
GREENE,ARBA,ARBA,exact
GREENE,BEAR,BEAR,exact
GREENE,BULL,BULL,exact
GREENE,CAST,CAST,exact
GREENE,HOOK,HOOK,exact
GREENE,MAUR,MAUR,exact
GREENE,SH#1,SH#1,exact
GREENE,SHIN,SHIN,exact
GREENE,SUGG,SUGG,exact
GREENE,WALS,WALS,exact
GUILFORD,CG1,CG1,exact
GUILFORD,CG2,CG2,exact
GUILFORD,CG3A,CG3A,exact
GUILFORD,CG3B,CG3B,exact
GUILFORD,FEN1,FEN1,exact
GUILFORD,FEN2,FEN2,exact
GUILFORD,FR1,FR1,exact
GUILFORD,FR2,FR2,exact
GUILFORD,FR3,FR3,exact
GUILFORD,FR4,FR4,exact
GUILFORD,FR5A,FR5A,exact
GUILFORD,FR5B,FR5B,exact
GUILFORD,G01,G01,exact
GUILFORD,G02,G02,exact
GUILFORD,G03,G03,exact
GUILFORD,G04,G04,exact
GUILFORD,G05,G05,exact
GUILFORD,G06,G06,exact
GUILFORD,G07,G07,exact
GUILFORD,G08,G08,exact
GUILFORD,G09,G09,exact
GUILFORD,G10,G10,exact
GUILFORD,G11,G11,exact
GUILFORD,G12,G12,exact
GUILFORD,G13,G13,exact
GUILFORD,G14,G14,exact
GUILFORD,G15,G15,exact
GUILFORD,G16,G16,exact
GUILFORD,G17,G17,exact
GUILFORD,G18,G18,exact
GUILFORD,G19,G19,exact
GUILFORD,G20,G20,exact
GUILFORD,G21,G21,exact
GUILFORD,G22,G22,exact
GUILFORD,G23,G23,exact
GUILFORD,G24,G24,exact
GUILFORD,G25,G25,exact
GUILFORD,G26,G26,exact
GUILFORD,G27,G27,exact
GUILFORD,G28,G28,exact
GUILFORD,G29,G29,exact
GUILFORD,G30,G30,exact
GUILFORD,G31,G31,exact
GUILFORD,G32,G32,exact
GUILFORD,G33,G33,exact
GUILFORD,G34,G34,exact
GUILFORD,G35,G35,exact
GUILFORD,G36,G36,exact
GUILFORD,G37,G37,exact
GUILFORD,G38,G38,exact
GUILFORD,G39,G39,exact
GUILFORD,G40A1,G40A1,exact
GUILFORD,G40A2,G40A2,exact
GUILFORD,G40B,G40B,exact
GUILFORD,G41A,G41A,exact
GUILFORD,G41B,G41B,exact
GUILFORD,G42A,G42A,exact
GUILFORD,G42B,G42B,exact
GUILFORD,G43,G43,exact
GUILFORD,G44,G44,exact
GUILFORD,G45,G45,exact
GUILFORD,G46,G46,exact
GUILFORD,G47,G47,exact
GUILFORD,G48,G48,exact
GUILFORD,G49,G49,exact
GUILFORD,G50,G50,exact
GUILFORD,G51,G51,exact
GUILFORD,G52,G52,exact
GUILFORD,G53,G53,exact
GUILFORD,G54,G54,exact
GUILFORD,G55,G55,exact
GUILFORD,G56,G56,exact
GUILFORD,G57,G57,exact
GUILFORD,G58,G58,exact
GUILFORD,G59,G59,exact
GUILFORD,G60,G60,exact
GUILFORD,G61,G61,exact
GUILFORD,G62,G62,exact
GUILFORD,G63,G63,exact
GUILFORD,G64,G64,exact
GUILFORD,G65,G65,exact
GUILFORD,G66,G66,exact
GUILFORD,G67,G67,exact
GUILFORD,G68,G68,exact
GUILFORD,G69,G69,exact
GUILFORD,G70,G70,exact
GUILFORD,G71,G71,exact
GUILFORD,G72,G72,exact
GUILFORD,G73,G73,exact
GUILFORD,G74,G74,exact
GUILFORD,G75,G75,exact
GUILFORD,GIB,GIB,exact
GUILFORD,GR,GR,exact
GUILFORD,H01,H01,exact
GUILFORD,H02,H02,exact
GUILFORD,H03,H03,exact
GUILFORD,H04,H04,exact
GUILFORD,H05,H05,exact
GUILFORD,H06,H06,exact
GUILFORD,H07,H07,exact
GUILFORD,H08,H08,exact
GUILFORD,H09,H09,exact
GUILFORD,H10,H10,exact
GUILFORD,H11,H11,exact
GUILFORD,H12,H12,exact
GUILFORD,H13,H13,exact
GUILFORD,H14,H14,exact
GUILFORD,H15,H15,exact
GUILFORD,H16,H16,exact
GUILFORD,H17,H17,exact
GUILFORD,H18,H18,exact
GUILFORD,H19A,H19A,exact
GUILFORD,H19B,H19B,exact
GUILFORD,H20A,H20A,exact
GUILFORD,H20B,H20B,exact
GUILFORD,H21,H21,exact
GUILFORD,H22,H22,exact
GUILFORD,H23,H23,exact
GUILFORD,H24,H24,exact
GUILFORD,H25,H25,exact
GUILFORD,H26,H26,exact
GUILFORD,H27-A,H27-A,exact
GUILFORD,H27-B,H27-B,exact
GUILFORD,H28,H28,exact
GUILFORD,H29A,H29A,exact
GUILFORD,H29B,H29B,exact
GUILFORD,JAM1,JAM1,exact
GUILFORD,JAM2,JAM2,exact
GUILFORD,JAM3,JAM3,exact
GUILFORD,JAM4,JAM4,exact
GUILFORD,JAM5,JAM5,exact
GUILFORD,JEF1,JEF1,exact
GUILFORD,JEF2,JEF2,exact
GUILFORD,JEF3,JEF3,exact
GUILFORD,JEF4,JEF4,exact
GUILFORD,MON1,MON1,exact
GUILFORD,MON2A,MON2A,exact
GUILFORD,MON2B,MON2B,exact
GUILFORD,MON3,MON3,exact
GUILFORD,NCGR1,NCGR1,exact
GUILFORD,NCGR2,NCGR2,exact
GUILFORD,NCLAY1,NCLAY1,exact
GUILFORD,NCLAY2,NCLAY2,exact
GUILFORD,NDRI,NDRI,exact
GUILFORD,NMAD,NMAD,exact
GUILFORD,NWASH,NWASH,exact
GUILFORD,OR1,OR1,exact
GUILFORD,OR2,OR2,exact
GUILFORD,PG1,PG1,exact
GUILFORD,PG2,PG2,exact
GUILFORD,RC1,RC1,exact
GUILFORD,RC2,RC2,exact
GUILFORD,SCLAY,SCLAY,exact
GUILFORD,SDRI,SDRI,exact
GUILFORD,SF1,SF1,exact
GUILFORD,SF2,SF2,exact
GUILFORD,SF3,SF3,exact
GUILFORD,SF4,SF4,exact
GUILFORD,SMAD,SMAD,exact
GUILFORD,STOK,STOK,exact
GUILFORD,SUM1,SUM1,exact
GUILFORD,SUM2,SUM2,exact
GUILFORD,SUM3,SUM3,exact
GUILFORD,SUM4,SUM4,exact
GUILFORD,SWASH,SWASH,exact
HALIFAX,BUTWD,BUTWD,exact
HALIFAX,CONC,CONC,exact
HALIFAX,ENF 2,ENF 2,exact
HALIFAX,ENF1,ENF1,exact
HALIFAX,FAUCT,FAUCT,exact
HALIFAX,HAL,HAL,exact
HALIFAX,HOL,HOL,exact
HALIFAX,HPR,HPR,exact
HALIFAX,LIT,LIT,exact
HALIFAX,RINGW,RINGW,exact
HALIFAX,RR 10,RR 10,exact
HALIFAX,RR 11,RR 11,exact
HALIFAX,RR1-2,RR1-2,exact
HALIFAX,RR3-4,RR3-4,exact
HALIFAX,RR7-9,RR7-9,exact
HALIFAX,RRCE,RRCE,exact
HALIFAX,SN,SN,exact
HALIFAX,WEL 3,WEL 3,exact
HALIFAX,WEL1-2,WEL1-2,exact
HARNETT,PR08,PR08,exact
HARNETT,PR23,PR23,exact
HARNETT,PR24,PR24,exact
HARNETT,PR25,PR25,exact
HARNETT,PR26,PR26,exact
HARNETT,PR28,PR28,exact
HARNETT,PR29,PR29,exact
HARNETT,PR32,PR32,exact
HARNETT,PR33,PR33,exact
HARNETT,PR34,PR34,exact
HARNETT,PR35,PR35,exact
HARNETT,PR36,PR36,exact
HARNETT,PR37,PR37,exact
HARNETT,PR38,PR38,exact
HARNETT,PR39,PR39,exact
HAYWOOD,AC,AC,exact
HAYWOOD,BC,BC,exact
HAYWOOD,BE1,BE1,exact
HAYWOOD,BE2,BE2,exact
HAYWOOD,BE3,BE3,exact
HAYWOOD,BE4,BE4,exact
HAYWOOD,BE5-6,BE5-6,exact
HAYWOOD,BE7,BE7,exact
HAYWOOD,CE,CE,exact
HAYWOOD,CLN,CLN,exact
HAYWOOD,CLS,CLS,exact
HAYWOOD,CR,CR,exact
HAYWOOD,EF,EF,exact
HAYWOOD,FC-1,FC-1,exact
HAYWOOD,FC-2,FC-2,exact
HAYWOOD,HA,HA,exact
HAYWOOD,ID,ID,exact
HAYWOOD,IH,IH,exact
HAYWOOD,JC,JC,exact
HAYWOOD,LJ,LJ,exact
HAYWOOD,P,P,exact
HAYWOOD,PC,PC,exact
HAYWOOD,SA,SA,exact
HAYWOOD,WC,WC,exact
HAYWOOD,WE,WE,exact
HAYWOOD,WO,WO,exact
HAYWOOD,WS-1,WS-1,exact
HAYWOOD,WS-2,WS-2,exact
HAYWOOD,WW,WW,exact
HENDERSON,AR,AR,exact
HENDERSON,AT,AT,exact
HENDERSON,BC,BC,exact
HENDERSON,BK,BK,exact
HENDERSON,CB,CB,exact
HENDERSON,CC,CC,exact
HENDERSON,ED,ED,exact
HENDERSON,EF,EF,exact
HENDERSON,ES,ES,exact
HENDERSON,EV,EV,exact
HENDERSON,FL,FL,exact
HENDERSON,FR,FR,exact
HENDERSON,GM,GM,exact
HENDERSON,GR,GR,exact
HENDERSON,HC,HC,exact
HENDERSON,HS,HS,exact
HENDERSON,HV-1,HV-1,exact
HENDERSON,HV-2,HV-2,exact
HENDERSON,HV-3,HV-3,exact
HENDERSON,LJ,LJ,exact
HENDERSON,LP,LP,exact
HENDERSON,MG,MG,exact
HENDERSON,NB,NB,exact
HENDERSON,NE,NE,exact
HENDERSON,NM,NM,exact
HENDERSON,NW,NW,exact
HENDERSON,PR,PR,exact
HENDERSON,PV,PV,exact
HENDERSON,RG,RG,exact
HENDERSON,RR,RR,exact
HENDERSON,SB,SB,exact
HENDERSON,SE,SE,exact
HENDERSON,SM,SM,exact
HENDERSON,SW,SW,exact
HERTFORD,A1,A1,exact
HERTFORD,A2,A2,exact
HERTFORD,A3,A3,exact
HERTFORD,BR,BR,exact
HERTFORD,CM,CM,exact
HERTFORD,CO,CO,exact
HERTFORD,HV,HV,exact
HERTFORD,M1,M1,exact
HERTFORD,M2,M2,exact
HERTFORD,ML,ML,exact
HERTFORD,SJ,SJ,exact
HERTFORD,UN,UN,exact
HERTFORD,WN,WN,exact
HOKE,06B,06B,exact
HOKE,1,01,leading_zero
HOKE,12,12,exact
HOKE,13,13,exact
HOKE,14,14,exact
HOKE,15,15,exact
HOKE,2,02,leading_zero
HOKE,3,03,leading_zero
HOKE,4,04,leading_zero
HOKE,5,05,leading_zero
HOKE,61,61,exact
HOKE,62,62,exact
HOKE,63,63,exact
HOKE,64,64,exact
HOKE,65,65,exact
HYDE,BM,BM,exact
HYDE,ENG,ENG,exact
HYDE,FF,FF,exact
HYDE,LL,LL,exact
HYDE,OCK,OCK,exact
HYDE,SLAD,SLAD,exact
HYDE,SQ,SQ,exact
IREDELL,BA-1,BA-1,exact
IREDELL,BE,BE,exact
IREDELL,CC1,CC1,exact
IREDELL,CC2,CC2,exact
IREDELL,CC3-1,CC3-1,exact
IREDELL,CC4-1,CC4-1,exact
IREDELL,CD,CD,exact
IREDELL,CH-A,CH-A,exact
IREDELL,CH-B,CH-B,exact
IREDELL,CS,CS,exact
IREDELL,DV1A1A,DV1A1A,exact
IREDELL,DV1B-1,DV1B-1,exact
IREDELL,DV2A-1,DV2A-1,exact
IREDELL,DV2B-1,DV2B-1,exact
IREDELL,DV3A,DV3A,exact
IREDELL,EM,EM,exact
IREDELL,FT,FT,exact
IREDELL,NH,NH,exact
IREDELL,OL,OL,exact
IREDELL,SB,SB,exact
IREDELL,SH-A,SH-A,exact
IREDELL,SH-B,SH-B,exact
IREDELL,ST1,ST1,exact
IREDELL,ST2,ST2,exact
IREDELL,ST3,ST3,exact
IREDELL,ST4,ST4,exact
IREDELL,ST5,ST5,exact
IREDELL,ST6,ST6,exact
IREDELL,TB,TB,exact
IREDELL,UG,UG,exact
JACKSON,BCK,BCK,exact
JACKSON,CAN,CAN,exact
JACKSON,CAS,CAS,exact
JACKSON,CFK,CFK,exact
JACKSON,CUL,CUL,exact
JACKSON,GCK,GCK,exact
JACKSON,GLV,GLV,exact
JACKSON,QUA,QUA,exact
JACKSON,RIV,RIV,exact
JACKSON,SAV,SAV,exact
JACKSON,SCC,SCC,exact
JACKSON,SDC,SDC,exact
JACKSON,WEB,WEB,exact
JOHNSTON,PR04,PR04,exact
JOHNSTON,PR07,PR07,exact
JOHNSTON,PR08,PR08,exact
JOHNSTON,PR09,PR09,exact
JOHNSTON,PR10A,PR10A,exact
JOHNSTON,PR10B,PR10B,exact
JOHNSTON,PR11A,PR11A,exact
JOHNSTON,PR11B,PR11B,exact
JOHNSTON,PR12A,PR12A,exact
JOHNSTON,PR12B,PR12B,exact
JOHNSTON,PR13,PR13,exact
JOHNSTON,PR14,PR14,exact
JOHNSTON,PR19,PR19,exact
JOHNSTON,PR20,PR20,exact
JOHNSTON,PR21,PR21,exact
JOHNSTON,PR22,PR22,exact
JOHNSTON,PR23A,PR23A,exact
JOHNSTON,PR23B,PR23B,exact
JOHNSTON,PR24,PR24,exact
JOHNSTON,PR25,PR25,exact
JOHNSTON,PR26,PR26,exact
JOHNSTON,PR27A,PR27A,exact
JOHNSTON,PR27B,PR27B,exact
JOHNSTON,PR28,PR28,exact
JOHNSTON,PR29A,PR29A,exact
JOHNSTON,PR29B,PR29B,exact
JOHNSTON,PR30,PR30,exact
JOHNSTON,PR31A,PR31A,exact
JOHNSTON,PR31B,PR31B,exact
JOHNSTON,PR32,PR32,exact
JOHNSTON,PR33,PR33,exact
JOHNSTON,PR34,PR34,exact
JOHNSTON,PR35,PR35,exact
JOHNSTON,PR36,PR36,exact
JOHNSTON,PR37,PR37,exact
JOHNSTON,PR38,PR38,exact
JONES,P01,P01,exact
JONES,P02,P02,exact
JONES,P03,P03,exact
JONES,P04,P04,exact
JONES,P05,P05,exact
JONES,P06,P06,exact
JONES,P07,P07,exact
LEE,A1,A1,exact
LEE,A2,A2,exact
LEE,B1,B1,exact
LEE,B2,B2,exact
LEE,C1,C1,exact
LEE,C2,C2,exact
LEE,D1,D1,exact
LEE,D2,D2,exact
LEE,E1,E1,exact
LEE,E2,E2,exact
LENOIR,C,C,exact
LENOIR,FC,FC,exact
LENOIR,I,I,exact
LENOIR,K1,K1,exact
LENOIR,K2,K2,exact
LENOIR,K3,K3,exact
LENOIR,K4,K4,exact
LENOIR,K5,K5,exact
LENOIR,K6,K6,exact
LENOIR,K7,K7,exact
LENOIR,K8,K8,exact
LENOIR,K9,K9,exact
LENOIR,MH,MH,exact
LENOIR,N,N,exact
LENOIR,PH1,PH1,exact
LENOIR,PH2,PH2,exact
LENOIR,SH,SH,exact
LENOIR,SW,SW,exact
LENOIR,T1,T1,exact
LENOIR,T2,T2,exact
LENOIR,V,V,exact
LENOIR,W,W,exact
LINCOLN,AS25,AS25,exact
LINCOLN,BC13,BC13,exact
LINCOLN,BS26,BS26,exact
LINCOLN,CF19,CF19,exact
LINCOLN,DN29,DN29,exact
LINCOLN,DV08,DV08,exact
LINCOLN,DW28,DW28,exact
LINCOLN,HC33,HC33,exact
LINCOLN,IS20,IS20,exact
LINCOLN,IS23,IS23,exact
LINCOLN,LB34,LB34,exact
LINCOLN,LI14,LI14,exact
LINCOLN,LN11,LN11,exact
LINCOLN,LS12,LS12,exact
LINCOLN,LW18,LW18,exact
LINCOLN,LW31,LW31,exact
LINCOLN,NB35,NB35,exact
LINCOLN,OB21,OB21,exact
LINCOLN,PC22,PC22,exact
LINCOLN,SL24,SL24,exact
LINCOLN,ST36,ST36,exact
LINCOLN,TA37,TA37,exact
LINCOLN,WP32,WP32,exact
MACON,1,01,leading_zero
MACON,10,10,exact
MACON,11,11,exact
MACON,12,12,exact
MACON,13,13,exact
MACON,14,14,exact
MACON,15,15,exact
MACON,2,02,leading_zero
MACON,3,03,leading_zero
MACON,4,04,leading_zero
MACON,5,05,leading_zero
MACON,6,06,leading_zero
MACON,7,07,leading_zero
MACON,8,08,leading_zero
MACON,9,09,leading_zero
MADISON,BEECH,BEECH,exact
MADISON,EBBS C,EBBS C,exact
MADISON,GRAPEV,GRAPEV,exact
MADISON,HOT SP,HOT SP,exact
MADISON,LAUREL,LAUREL,exact
MADISON,MARS H,MARS H,exact
MADISON,NORTH,NORTH,exact
MADISON,REVERE,REVERE,exact
MADISON,SANDY,SANDY,exact
MADISON,SOUTH,SOUTH,exact
MADISON,SPRING,SPRING,exact
MADISON,WALNUT,WALNUT,exact
MARTIN,BG,BG,exact
MARTIN,CR,CR,exact
MARTIN,GRF,GRF,exact
MARTIN,GSN,GSN,exact
MARTIN,HMT,HMT,exact
MARTIN,JMV,JMV,exact
MARTIN,RBV,RBV,exact
MARTIN,WM1,WM1,exact
MARTIN,WM2,WM2,exact
MCDOWELL,CCREEK,CCREEK,exact
MCDOWELL,DYSART,DYSART,exact
MCDOWELL,FORT 1,FORT 1,exact
MCDOWELL,FORT 2,FORT 2,exact
MCDOWELL,GLENWD,GLENWD,exact
MCDOWELL,HIGGIN,HIGGIN,exact
MCDOWELL,M.COVE,M.COVE,exact
MCDOWELL,MAR 1,MAR 1,exact
MCDOWELL,MAR 2,MAR 2,exact
MCDOWELL,MAR 3,MAR 3,exact
MCDOWELL,MAR 4,MAR 4,exact
MCDOWELL,MAR 5,MAR 5,exact
MCDOWELL,N.COVE,N.COVE,exact
MCDOWELL,NEBO,NEBO,exact
MCDOWELL,PLEASA,PLEASA,exact
MCDOWELL,T.COVE,T.COVE,exact
MCDOWELL,WEST M,WEST M,exact
MECKLENBURG,1,001,leading_zero
MECKLENBURG,10,010,leading_zero
MECKLENBURG,100,100,exact
MECKLENBURG,101,101,exact
MECKLENBURG,102,102,exact
MECKLENBURG,103,103,exact
MECKLENBURG,104,104,exact
MECKLENBURG,105,105,exact
MECKLENBURG,106,106,exact
MECKLENBURG,107.1,107.1,exact
MECKLENBURG,108,108,exact
MECKLENBURG,109,109,exact
MECKLENBURG,11,011,leading_zero
MECKLENBURG,110,110,exact
MECKLENBURG,111,111,exact
MECKLENBURG,112,112,exact
MECKLENBURG,113,113,exact
MECKLENBURG,114,114,exact
MECKLENBURG,115,115,exact
MECKLENBURG,116,116,exact
MECKLENBURG,117,117,exact
MECKLENBURG,118,118,exact
MECKLENBURG,119,119,exact
MECKLENBURG,12,012,leading_zero
MECKLENBURG,120,120,exact
MECKLENBURG,121,121,exact
MECKLENBURG,122,122,exact
MECKLENBURG,123,123,exact
MECKLENBURG,124,124,exact
MECKLENBURG,125,125,exact
MECKLENBURG,126,126,exact
MECKLENBURG,127,127,exact
MECKLENBURG,128,128,exact
MECKLENBURG,129,129,exact
MECKLENBURG,13,013,leading_zero
MECKLENBURG,130,130,exact
MECKLENBURG,131,131,exact
MECKLENBURG,132,132,exact
MECKLENBURG,133,133,exact
MECKLENBURG,134,134,exact
MECKLENBURG,135,135,exact
MECKLENBURG,136,136,exact
MECKLENBURG,137,137,exact
MECKLENBURG,138,138,exact
MECKLENBURG,139.1,139.1,exact
MECKLENBURG,14,014,leading_zero
MECKLENBURG,140,140,exact
MECKLENBURG,141,141,exact
MECKLENBURG,142,142,exact
MECKLENBURG,143,143,exact
MECKLENBURG,144,144,exact
MECKLENBURG,145,145,exact
MECKLENBURG,146,146,exact
MECKLENBURG,147,147,exact
MECKLENBURG,148,148,exact
MECKLENBURG,149,149,exact
MECKLENBURG,15,015,leading_zero
MECKLENBURG,150,150,exact
MECKLENBURG,151,151,exact
MECKLENBURG,16,016,leading_zero
MECKLENBURG,17,017,leading_zero
MECKLENBURG,18,018,leading_zero
MECKLENBURG,19,019,leading_zero
MECKLENBURG,2,002,leading_zero
MECKLENBURG,20,020,leading_zero
MECKLENBURG,200,200,exact
MECKLENBURG,201,201,exact
MECKLENBURG,202,202,exact
MECKLENBURG,203,203,exact
MECKLENBURG,204.1,204.1,exact
MECKLENBURG,205,205,exact
MECKLENBURG,206,206,exact
MECKLENBURG,207,207,exact
MECKLENBURG,208,208,exact
MECKLENBURG,209,209,exact
MECKLENBURG,21,021,leading_zero
MECKLENBURG,210,210,exact
MECKLENBURG,211,211,exact
MECKLENBURG,212,212,exact
MECKLENBURG,213,213,exact
MECKLENBURG,214,214,exact
MECKLENBURG,215,215,exact
MECKLENBURG,216,216,exact
MECKLENBURG,217,217,exact
MECKLENBURG,218,218,exact
MECKLENBURG,219,219,exact
MECKLENBURG,22,022,leading_zero
MECKLENBURG,220,220,exact
MECKLENBURG,221,221,exact
MECKLENBURG,222,222,exact
MECKLENBURG,223.1,223.1,exact
MECKLENBURG,224,224,exact
MECKLENBURG,225,225,exact
MECKLENBURG,226,226,exact
MECKLENBURG,227,227,exact
MECKLENBURG,228,228,exact
MECKLENBURG,229,229,exact
MECKLENBURG,23,023,leading_zero
MECKLENBURG,230,230,exact
MECKLENBURG,231,231,exact
MECKLENBURG,232,232,exact
MECKLENBURG,233,233,exact
MECKLENBURG,234,234,exact
MECKLENBURG,235,235,exact
MECKLENBURG,236,236,exact
MECKLENBURG,237,237,exact
MECKLENBURG,238.1,238.1,exact
MECKLENBURG,239,239,exact
MECKLENBURG,24,024,leading_zero
MECKLENBURG,240,240,exact
MECKLENBURG,241,241,exact
MECKLENBURG,242,242,exact
MECKLENBURG,243,243,exact
MECKLENBURG,25,025,leading_zero
MECKLENBURG,26,026,leading_zero
MECKLENBURG,27,027,leading_zero
MECKLENBURG,28,028,leading_zero
MECKLENBURG,29,029,leading_zero
MECKLENBURG,3,003,leading_zero
MECKLENBURG,30,030,leading_zero
MECKLENBURG,31,031,leading_zero
MECKLENBURG,32,032,leading_zero
MECKLENBURG,33,033,leading_zero
MECKLENBURG,34,034,leading_zero
MECKLENBURG,35,035,leading_zero
MECKLENBURG,36,036,leading_zero
MECKLENBURG,37,037,leading_zero
MECKLENBURG,38,038,leading_zero
MECKLENBURG,39,039,leading_zero
MECKLENBURG,4,004,leading_zero
MECKLENBURG,40,040,leading_zero
MECKLENBURG,41,041,leading_zero
MECKLENBURG,42,042,leading_zero
MECKLENBURG,43,043,leading_zero
MECKLENBURG,44,044,leading_zero
MECKLENBURG,45,045,leading_zero
MECKLENBURG,46,046,leading_zero
MECKLENBURG,47,047,leading_zero
MECKLENBURG,48,048,leading_zero
MECKLENBURG,49,049,leading_zero
MECKLENBURG,5,005,leading_zero
MECKLENBURG,50,050,leading_zero
MECKLENBURG,51,051,leading_zero
MECKLENBURG,52,052,leading_zero
MECKLENBURG,53,053,leading_zero
MECKLENBURG,54,054,leading_zero
MECKLENBURG,55,055,leading_zero
MECKLENBURG,56,056,leading_zero
MECKLENBURG,57,057,leading_zero
MECKLENBURG,58,058,leading_zero
